station,hour,day,weather,event,passenger_count
Pattanagere,11,Wednesday,Clear,0,14040
Garudacharapalya,19,Wednesday,Clear,0,22525
Banashankari,8,Thursday,Rain,0,24008
Vajarahalli,6,Saturday,Rain,0,13621
Trinity,20,Wednesday,Cloudy,0,14045
"Sir.M.Visvesvaraya Stn., Central College",18,Sunday,Rain,0,13630
Attiguppe,12,Sunday,Cloudy,0,10697
Pantharapalya - Nayandahalli,18,Monday,Clear,0,24025
Jayanagar,11,Monday,Cloudy,1,11694
Dasarahalli,6,Monday,Cloudy,0,15523
Yelachenahalli,8,Friday,Clear,1,19212
Rajarajeshwari Nagar,12,Friday,Rain,0,9283
Nagasandra,17,Wednesday,Cloudy,0,14189
Nagasandra,22,Wednesday,Cloudy,0,11782
Silk Institute,16,Tuesday,Rain,0,11106
Srirampura,17,Sunday,Rain,0,14242
Doddakallasandra,22,Saturday,Rain,0,12293
Yelachenahalli,22,Wednesday,Cloudy,0,14788
Rajarajeshwari Nagar,14,Sunday,Clear,1,12051
Pattandur Agrahara,22,Thursday,Rain,0,13518
Rashtreeya Vidyalaya Road,22,Saturday,Rain,1,11478
Attiguppe,16,Friday,Cloudy,0,14488
Srirampura,8,Friday,Cloudy,0,18347
Sandal Soap Factory,15,Saturday,Cloudy,0,11990
Halasuru,14,Thursday,Clear,1,10691
"Nadaprabhu Kempegowda Station, Majestic",22,Wednesday,Clear,0,13768
Konanakunte Cross,14,Tuesday,Cloudy,0,13275
Krantivira Sangolli Rayanna Railway Station,12,Thursday,Clear,0,9120
Mantri Square Sampige Road,14,Saturday,Rain,1,15147
Lalbagh,17,Monday,Rain,0,11354
Kundalahalli,11,Thursday,Clear,0,15615
Seetharampalya,20,Sunday,Cloudy,0,14081
"Sir.M.Visvesvaraya Stn., Central College",17,Tuesday,Rain,0,11431
Sandal Soap Factory,8,Sunday,Cloudy,1,15335
Pattanagere,12,Tuesday,Clear,1,11567
Sri Sathya Sai Hospital,15,Thursday,Rain,0,9204
Baiyappanahalli,9,Monday,Clear,0,22635
Yelachenahalli,13,Friday,Rain,1,14330
Hoodi,11,Monday,Cloudy,0,11646
Deepanjali Nagar,18,Sunday,Cloudy,0,19701
Jnanabharathi,11,Tuesday,Rain,1,15604
Kengeri Bus Terminal,20,Saturday,Rain,1,15466
Thalaghattapura,19,Friday,Cloudy,0,14632
Goraguntepalya,10,Monday,Clear,0,13300
Seetharampalya,15,Thursday,Rain,0,8726
Silk Institute,10,Sunday,Rain,0,8760
Jayanagar,19,Saturday,Clear,0,20433
Rashtreeya Vidyalaya Road,19,Friday,Clear,0,24813
Mahatma Gandhi Road,20,Monday,Cloudy,0,15262
Magadi Road,18,Friday,Cloudy,0,15222
Mysore Road,10,Tuesday,Clear,0,10566
"Sir.M.Visvesvaraya Stn., Central College",9,Sunday,Clear,0,20681
Srirampura,17,Tuesday,Cloudy,0,10035
Baiyappanahalli,19,Thursday,Clear,0,19965
Jayanagar,7,Monday,Clear,0,14036
Yeshwanthpur,18,Friday,Rain,0,17229
"Sri Balagangadharanatha Swamiji Station, Hosahalli",10,Tuesday,Cloudy,0,9894
Halasuru,22,Friday,Rain,1,10576
Jnanabharathi,20,Monday,Rain,1,13974
South End Circle,8,Monday,Cloudy,0,15806
Seetharampalya,17,Wednesday,Cloudy,0,9527
"Nadaprabhu Kempegowda Station, Majestic",22,Friday,Cloudy,0,15479
Trinity,18,Saturday,Rain,1,13833
Srirampura,22,Thursday,Cloudy,0,15535
Pantharapalya - Nayandahalli,10,Monday,Cloudy,0,15087
Lalbagh,11,Saturday,Cloudy,1,10254
Garudacharapalya,21,Monday,Rain,0,14052
"Sir.M.Visvesvaraya Stn., Central College",15,Saturday,Rain,0,13354
Krishnarajapuram (K.R.Puram),12,Sunday,Cloudy,0,13490
Cubbon Park,21,Sunday,Rain,1,13764
Swami Vivekananda Road,21,Wednesday,Cloudy,0,13507
Vajarahalli,11,Friday,Cloudy,1,9032
Pantharapalya - Nayandahalli,9,Saturday,Clear,0,17423
Indiranagar,14,Tuesday,Cloudy,0,14830
Banashankari,9,Friday,Clear,1,13663
Indiranagar,15,Sunday,Clear,0,10464
Yelachenahalli,9,Saturday,Cloudy,0,19475
Jayanagar,21,Wednesday,Rain,1,13537
Rashtreeya Vidyalaya Road,6,Sunday,Cloudy,0,14928
Trinity,21,Friday,Rain,0,14222
Baiyappanahalli,9,Sunday,Clear,0,21018
Indiranagar,12,Saturday,Cloudy,0,12144
Doddakallasandra,22,Monday,Clear,0,15475
Krantivira Sangolli Rayanna Railway Station,21,Friday,Clear,1,12012
Rajajinagar,8,Tuesday,Cloudy,1,14742
Jayaprakash Nagar,17,Sunday,Rain,0,14830
Seetharampalya,11,Thursday,Cloudy,0,12866
Mahakavi Kuvempu Road,7,Sunday,Cloudy,0,12745
Konanakunte Cross,19,Monday,Rain,0,21566
Rajarajeshwari Nagar,7,Wednesday,Clear,0,15626
South End Circle,7,Saturday,Clear,0,13589
Garudacharapalya,15,Sunday,Cloudy,0,14287
Thalaghattapura,6,Monday,Cloudy,0,8522
South End Circle,20,Tuesday,Cloudy,0,15226
Sri Sathya Sai Hospital,21,Monday,Rain,1,12547
Kengeri,19,Thursday,Cloudy,0,19396
Sri Sathya Sai Hospital,14,Monday,Cloudy,0,10156
"Nadaprabhu Kempegowda Station, Majestic",11,Wednesday,Rain,1,8696
Nallurhalli,13,Wednesday,Clear,1,12147
Whitefield (Kadugodi),18,Saturday,Rain,0,13914
Indiranagar,20,Thursday,Cloudy,0,11121
Srirampura,6,Tuesday,Clear,1,9029
Vajarahalli,8,Sunday,Rain,1,19027
Garudacharapalya,22,Thursday,Clear,0,12892
Kengeri,15,Wednesday,Cloudy,0,10040
Mahatma Gandhi Road,7,Wednesday,Cloudy,0,14864
Hoodi,19,Thursday,Rain,0,17214
Vajarahalli,15,Sunday,Cloudy,0,14529
Thalaghattapura,6,Saturday,Cloudy,0,15498
Konanakunte Cross,16,Wednesday,Clear,0,9380
Yelachenahalli,12,Tuesday,Clear,1,13111
Magadi Road,21,Wednesday,Cloudy,0,9158
Hopefarm Channasandra,12,Monday,Clear,0,11808
Vijayanagar,18,Friday,Clear,0,17717
Halasuru,15,Monday,Clear,1,8651
Goraguntepalya,15,Thursday,Rain,0,10985
Attiguppe,11,Monday,Rain,0,15158
Peenya Industry,9,Tuesday,Clear,0,13797
Jayaprakash Nagar,9,Monday,Cloudy,0,18711
Attiguppe,8,Thursday,Clear,1,24989
Krantivira Sangolli Rayanna Railway Station,13,Wednesday,Cloudy,0,11256
Peenya,13,Tuesday,Rain,0,11716
South End Circle,12,Saturday,Clear,0,10963
Thalaghattapura,9,Friday,Rain,0,19126
Trinity,20,Thursday,Clear,0,9639
Seetharampalya,16,Saturday,Clear,0,10889
Jnanabharathi,7,Thursday,Clear,0,10904
Cubbon Park,16,Wednesday,Rain,0,13374
Sri Sathya Sai Hospital,9,Monday,Clear,0,19085
Peenya,6,Thursday,Cloudy,0,15369
Singayyanapalya,14,Wednesday,Cloudy,1,12044
Vijayanagar,8,Thursday,Rain,0,17090
Krishnarajapuram (K.R.Puram),13,Thursday,Rain,0,12941
Hopefarm Channasandra,20,Tuesday,Rain,0,10129
Kengeri,11,Monday,Cloudy,0,8649
"Nadaprabhu Kempegowda Station, Majestic",11,Saturday,Rain,1,8906
Krishna Rajendra Market,20,Monday,Rain,0,11225
Mysore Road,12,Saturday,Rain,0,9417
Cubbon Park,8,Monday,Cloudy,1,16106
Swami Vivekananda Road,20,Sunday,Clear,0,12112
Doddakallasandra,18,Wednesday,Cloudy,1,18739
Nagasandra,14,Sunday,Clear,1,14354
Nallurhalli,13,Thursday,Clear,1,14263
Jalahalli,21,Sunday,Clear,0,14668
Yeshwanthpur,14,Thursday,Rain,0,11397
Nallurhalli,8,Thursday,Rain,0,21678
Nagasandra,12,Wednesday,Cloudy,0,15145
Rajajinagar,20,Monday,Rain,0,11761
Pattandur Agrahara,22,Sunday,Cloudy,0,13458
Pattandur Agrahara,9,Friday,Rain,1,24746
Thalaghattapura,20,Saturday,Cloudy,0,15376
Nallurhalli,11,Saturday,Clear,0,14452
Pattanagere,16,Sunday,Cloudy,0,8999
Rashtreeya Vidyalaya Road,15,Tuesday,Rain,0,13570
Jalahalli,11,Monday,Clear,0,13903
"Sri Balagangadharanatha Swamiji Station, Hosahalli",20,Monday,Cloudy,0,8914
Lalbagh,21,Tuesday,Clear,0,14978
Peenya Industry,17,Wednesday,Clear,0,10919
Deepanjali Nagar,7,Monday,Rain,0,10171
Goraguntepalya,9,Wednesday,Rain,0,19641
Peenya,15,Wednesday,Clear,1,9663
Krishnarajapuram (K.R.Puram),14,Wednesday,Rain,0,12753
Deepanjali Nagar,9,Wednesday,Cloudy,0,17620
Pattanagere,20,Monday,Rain,0,12509
Whitefield (Kadugodi),10,Friday,Rain,0,13042
Nagasandra,11,Tuesday,Clear,1,12504
Pattanagere,6,Monday,Cloudy,1,13062
Mahalakshmi,17,Tuesday,Rain,0,14285
Srirampura,7,Sunday,Clear,0,11099
Mahakavi Kuvempu Road,18,Wednesday,Rain,0,14197
Banashankari,6,Monday,Cloudy,0,12726
Kengeri Bus Terminal,9,Tuesday,Rain,0,20267
Kengeri Bus Terminal,13,Saturday,Clear,0,8513
Attiguppe,17,Sunday,Rain,0,12054
Swami Vivekananda Road,17,Saturday,Cloudy,0,14225
Magadi Road,17,Wednesday,Clear,1,12194
Rajajinagar,13,Tuesday,Rain,0,9763
Whitefield (Kadugodi),19,Wednesday,Cloudy,0,19669
Kadugodi Tree Park,19,Monday,Rain,1,22523
Krishna Rajendra Market,7,Monday,Clear,1,11685
Chickpete,21,Thursday,Cloudy,0,12985
Hoodi,19,Friday,Rain,0,24665
Hoodi,21,Sunday,Rain,0,13458
Silk Institute,10,Tuesday,Rain,0,8680
Pantharapalya - Nayandahalli,15,Sunday,Cloudy,0,9080
Rajarajeshwari Nagar,22,Sunday,Rain,0,9803
Hoodi,17,Wednesday,Clear,0,8687
Krantivira Sangolli Rayanna Railway Station,10,Saturday,Rain,0,9535
Rajajinagar,16,Tuesday,Cloudy,0,13187
Trinity,20,Sunday,Clear,0,14775
Vijayanagar,19,Thursday,Rain,1,19678
Rashtreeya Vidyalaya Road,12,Monday,Cloudy,0,14338
Krishna Rajendra Market,18,Thursday,Cloudy,0,20752
Trinity,7,Tuesday,Clear,0,8840
"Nadaprabhu Kempegowda Station, Majestic",6,Wednesday,Cloudy,0,13167
Attiguppe,19,Wednesday,Rain,1,16324
Pantharapalya - Nayandahalli,12,Tuesday,Rain,1,10435
Srirampura,14,Sunday,Clear,0,9308
Garudacharapalya,21,Wednesday,Rain,1,15015
Pattanagere,11,Thursday,Rain,0,10734
Baiyappanahalli,20,Tuesday,Clear,0,10481
Krishnarajapuram (K.R.Puram),12,Wednesday,Rain,1,11389
Hoodi,17,Friday,Cloudy,1,9008
Goraguntepalya,13,Sunday,Clear,0,14726
Pattanagere,22,Saturday,Cloudy,1,11056
Jayanagar,18,Saturday,Rain,0,20333
Kengeri,14,Thursday,Cloudy,1,8665
Kadugodi Tree Park,20,Thursday,Rain,0,14611
Kengeri Bus Terminal,16,Saturday,Rain,0,11063
Sri Sathya Sai Hospital,12,Monday,Clear,0,9533
Sandal Soap Factory,19,Wednesday,Rain,1,14045
Kengeri Bus Terminal,17,Thursday,Clear,1,10075
Hopefarm Channasandra,15,Monday,Cloudy,0,10036
Hopefarm Channasandra,13,Monday,Rain,0,13898
Kengeri Bus Terminal,19,Tuesday,Cloudy,0,15065
Indiranagar,7,Tuesday,Rain,0,10164
Pattandur Agrahara,12,Monday,Rain,0,13717
"Sir.M.Visvesvaraya Stn., Central College",15,Wednesday,Clear,0,12886
Thalaghattapura,7,Friday,Clear,1,10151
Indiranagar,20,Saturday,Clear,0,13666
National College,20,Friday,Rain,0,13022
Halasuru,21,Monday,Rain,1,9982
Kadugodi Tree Park,7,Monday,Cloudy,0,15356
National College,19,Saturday,Clear,0,23125
Sri Sathya Sai Hospital,10,Wednesday,Cloudy,1,11052
Pattandur Agrahara,17,Tuesday,Cloudy,0,9997
Kengeri Bus Terminal,11,Thursday,Rain,0,13140
"Sir.M.Visvesvaraya Stn., Central College",12,Tuesday,Clear,0,10877
Vijayanagar,19,Sunday,Clear,0,19196
Yeshwanthpur,21,Monday,Rain,0,14606
Sandal Soap Factory,9,Saturday,Rain,0,14819
Garudacharapalya,14,Monday,Cloudy,0,10319
Hopefarm Channasandra,7,Tuesday,Clear,0,12976
Krantivira Sangolli Rayanna Railway Station,21,Saturday,Clear,0,10147
Krantivira Sangolli Rayanna Railway Station,15,Saturday,Rain,0,10236
Chickpete,17,Thursday,Rain,0,13270
Garudacharapalya,9,Thursday,Cloudy,1,23789
Nagasandra,13,Monday,Cloudy,0,13318
Rajarajeshwari Nagar,20,Tuesday,Rain,1,12073
Krishna Rajendra Market,19,Wednesday,Rain,0,14413
Rajajinagar,21,Sunday,Clear,0,10507
Mysore Road,7,Saturday,Rain,1,12960
Deepanjali Nagar,7,Thursday,Rain,0,11623
Magadi Road,9,Monday,Cloudy,0,13821
"Nadaprabhu Kempegowda Station, Majestic",20,Thursday,Cloudy,1,12326
Vajarahalli,9,Wednesday,Cloudy,0,17937
Doddakallasandra,15,Saturday,Clear,0,9493
Whitefield (Kadugodi),14,Thursday,Cloudy,1,13678
Jalahalli,12,Monday,Rain,1,9198
Doddakallasandra,6,Wednesday,Rain,0,11493
Jayaprakash Nagar,22,Tuesday,Clear,0,10629
Pattanagere,15,Monday,Rain,0,9593
Halasuru,14,Friday,Cloudy,0,15133
"Sir.M.Visvesvaraya Stn., Central College",7,Friday,Cloudy,0,15362
National College,12,Wednesday,Clear,0,10778
Halasuru,9,Wednesday,Cloudy,0,24410
Kengeri,19,Friday,Cloudy,0,17791
Goraguntepalya,20,Thursday,Cloudy,0,14705
Swami Vivekananda Road,16,Monday,Clear,1,10070
Dasarahalli,17,Friday,Cloudy,0,9768
"Sir.M.Visvesvaraya Stn., Central College",10,Saturday,Cloudy,1,14171
Mantri Square Sampige Road,18,Monday,Rain,1,23395
Srirampura,14,Wednesday,Cloudy,0,15161
Jayaprakash Nagar,9,Sunday,Cloudy,0,15981
Rajarajeshwari Nagar,18,Thursday,Cloudy,0,14871
Jalahalli,14,Tuesday,Rain,0,14238
Attiguppe,15,Wednesday,Rain,0,15498
Vijayanagar,18,Monday,Cloudy,0,15744
"Dr. B. R. Ambedkar Station, Vidhana Soudha",9,Saturday,Clear,0,14298
Pattandur Agrahara,21,Monday,Clear,1,13172
Swami Vivekananda Road,12,Tuesday,Cloudy,1,10518
Mantri Square Sampige Road,6,Saturday,Clear,1,10190
Mantri Square Sampige Road,18,Tuesday,Clear,1,13835
Sandal Soap Factory,17,Wednesday,Cloudy,1,14528
Krishna Rajendra Market,8,Saturday,Clear,1,14388
Yelachenahalli,12,Wednesday,Rain,0,14888
Rajarajeshwari Nagar,14,Tuesday,Cloudy,0,12114
Sandal Soap Factory,9,Tuesday,Cloudy,0,19526
Swami Vivekananda Road,7,Thursday,Rain,0,13615
Singayyanapalya,17,Saturday,Rain,0,8975
Peenya Industry,12,Wednesday,Rain,1,12640
National College,18,Thursday,Clear,0,14622
Mahatma Gandhi Road,19,Tuesday,Rain,0,19483
"Nadaprabhu Kempegowda Station, Majestic",13,Thursday,Cloudy,1,10392
Yelachenahalli,22,Friday,Cloudy,0,13387
Jayaprakash Nagar,9,Tuesday,Rain,1,13846
Indiranagar,13,Monday,Rain,0,10463
Halasuru,6,Tuesday,Cloudy,1,14437
Kengeri,10,Sunday,Clear,0,9681
Hoodi,20,Thursday,Clear,0,14178
Sri Sathya Sai Hospital,12,Tuesday,Cloudy,1,13942
Singayyanapalya,22,Wednesday,Rain,0,9291
Whitefield (Kadugodi),20,Saturday,Rain,1,14979
Attiguppe,14,Wednesday,Rain,1,10025
"Sir.M.Visvesvaraya Stn., Central College",6,Friday,Clear,1,11131
Halasuru,20,Wednesday,Rain,1,10920
Singayyanapalya,10,Thursday,Cloudy,0,13964
Magadi Road,9,Friday,Clear,0,24105
Mahalakshmi,22,Tuesday,Rain,1,12143
Lalbagh,18,Sunday,Rain,0,17451
Hoodi,9,Friday,Cloudy,0,22371
Trinity,7,Saturday,Rain,0,9408
Attiguppe,6,Wednesday,Cloudy,0,9809
"Dr. B. R. Ambedkar Station, Vidhana Soudha",16,Thursday,Cloudy,1,14049
Mahalakshmi,14,Monday,Cloudy,1,15272
Sri Sathya Sai Hospital,10,Sunday,Clear,0,8496
Trinity,18,Friday,Rain,0,22626
Seetharampalya,12,Wednesday,Cloudy,1,11683
Singayyanapalya,10,Wednesday,Clear,0,15483
Halasuru,7,Monday,Clear,0,15326
Peenya Industry,21,Wednesday,Rain,0,15210
"Nadaprabhu Kempegowda Station, Majestic",18,Sunday,Cloudy,0,20280
Thalaghattapura,17,Tuesday,Clear,1,15473
Kadugodi Tree Park,11,Thursday,Clear,1,13911
Rajajinagar,8,Monday,Rain,1,24325
Doddakallasandra,19,Sunday,Cloudy,0,20484
Pattandur Agrahara,16,Wednesday,Cloudy,0,13921
Jayanagar,19,Tuesday,Cloudy,0,21794
Seetharampalya,15,Friday,Rain,0,10726
Jalahalli,10,Saturday,Clear,0,11528
Doddakallasandra,12,Saturday,Clear,0,15570
Yeshwanthpur,9,Friday,Clear,0,19395
Baiyappanahalli,22,Sunday,Rain,0,13343
Swami Vivekananda Road,10,Tuesday,Cloudy,0,12549
Swami Vivekananda Road,15,Thursday,Cloudy,0,10759
Chickpete,19,Monday,Rain,1,24974
Krishnarajapuram (K.R.Puram),6,Sunday,Rain,0,14841
Chickpete,9,Sunday,Rain,1,13913
Sandal Soap Factory,17,Sunday,Cloudy,0,9794
Rajarajeshwari Nagar,13,Friday,Clear,1,12843
Baiyappanahalli,16,Sunday,Clear,0,14448
Yeshwanthpur,13,Tuesday,Clear,1,13968
Whitefield (Kadugodi),9,Monday,Rain,0,22189
Whitefield (Kadugodi),21,Wednesday,Cloudy,0,14179
Mahalakshmi,21,Thursday,Cloudy,0,12763
Goraguntepalya,9,Friday,Clear,0,20502
Nallurhalli,9,Saturday,Clear,0,19260
Kundalahalli,21,Friday,Rain,0,15364
Hoodi,14,Saturday,Clear,0,11228
Indiranagar,8,Monday,Cloudy,0,24252
Mahatma Gandhi Road,19,Sunday,Cloudy,0,23154
Rajajinagar,15,Saturday,Rain,0,10786
Seetharampalya,16,Thursday,Rain,1,10858
Singayyanapalya,15,Saturday,Rain,1,14400
Kadugodi Tree Park,12,Sunday,Rain,0,11699
Pattandur Agrahara,19,Sunday,Rain,0,24720
Mahakavi Kuvempu Road,19,Thursday,Clear,1,15835
Banashankari,7,Sunday,Rain,1,14433
Mahalakshmi,12,Sunday,Rain,0,13170
Krishnarajapuram (K.R.Puram),17,Friday,Cloudy,0,12156
Srirampura,8,Sunday,Cloudy,0,23396
Goraguntepalya,20,Friday,Rain,0,8437
Goraguntepalya,11,Thursday,Clear,0,11188
Sri Sathya Sai Hospital,17,Friday,Cloudy,1,14187
Krishna Rajendra Market,16,Saturday,Rain,1,10977
Banashankari,6,Tuesday,Rain,0,8904
Sri Sathya Sai Hospital,22,Saturday,Clear,0,9194
Halasuru,6,Sunday,Clear,1,8471
Yelachenahalli,19,Friday,Cloudy,0,19944
Rajajinagar,12,Wednesday,Rain,0,8461
Nallurhalli,7,Thursday,Rain,0,8545
Trinity,18,Tuesday,Clear,0,17647
"Sir.M.Visvesvaraya Stn., Central College",13,Saturday,Rain,0,11997
Krantivira Sangolli Rayanna Railway Station,19,Sunday,Clear,0,24759
South End Circle,22,Friday,Rain,0,8740
Silk Institute,16,Friday,Clear,0,10090
"Sir.M.Visvesvaraya Stn., Central College",17,Sunday,Cloudy,1,10492
Singayyanapalya,8,Wednesday,Cloudy,0,14298
Baiyappanahalli,18,Tuesday,Clear,0,17779
Silk Institute,8,Saturday,Rain,0,18499
Jayaprakash Nagar,9,Friday,Rain,0,15226
Attiguppe,12,Tuesday,Cloudy,0,12295
South End Circle,9,Saturday,Cloudy,0,20364
Kengeri,10,Thursday,Clear,0,13532
Whitefield (Kadugodi),19,Sunday,Rain,0,18682
Mantri Square Sampige Road,12,Thursday,Cloudy,0,11465
Banashankari,12,Sunday,Clear,0,13086
"Dr. B. R. Ambedkar Station, Vidhana Soudha",21,Tuesday,Cloudy,0,12544
Banashankari,22,Thursday,Clear,1,11810
Yeshwanthpur,14,Friday,Clear,0,9537
Rashtreeya Vidyalaya Road,7,Wednesday,Cloudy,1,14174
Nallurhalli,12,Friday,Cloudy,0,13383
Nagasandra,19,Saturday,Cloudy,0,23897
Magadi Road,16,Monday,Cloudy,0,14982
Halasuru,16,Tuesday,Cloudy,0,11657
Deepanjali Nagar,19,Wednesday,Rain,1,15107
Jnanabharathi,21,Tuesday,Rain,0,9331
"Dr. B. R. Ambedkar Station, Vidhana Soudha",6,Friday,Clear,1,8507
Peenya,22,Wednesday,Rain,0,11056
Jalahalli,20,Saturday,Rain,0,14849
Mahakavi Kuvempu Road,18,Tuesday,Clear,0,24601
Sri Sathya Sai Hospital,10,Saturday,Rain,1,15429
Silk Institute,15,Thursday,Rain,1,10745
Mysore Road,15,Friday,Rain,0,13407
Rajarajeshwari Nagar,21,Sunday,Cloudy,0,15217
"Dr. B. R. Ambedkar Station, Vidhana Soudha",14,Monday,Cloudy,1,12404
Pattandur Agrahara,15,Wednesday,Cloudy,1,9321
Mantri Square Sampige Road,15,Wednesday,Cloudy,1,10582
Srirampura,18,Sunday,Clear,0,20117
"Sir.M.Visvesvaraya Stn., Central College",18,Thursday,Rain,0,23221
"Nadaprabhu Kempegowda Station, Majestic",15,Monday,Clear,0,9449
Doddakallasandra,11,Thursday,Rain,0,9078
Garudacharapalya,16,Sunday,Rain,0,12873
Deepanjali Nagar,10,Thursday,Rain,0,12497
"Dr. B. R. Ambedkar Station, Vidhana Soudha",7,Friday,Clear,1,12067
Kengeri Bus Terminal,6,Monday,Cloudy,0,12423
Goraguntepalya,8,Thursday,Rain,0,15756
Mysore Road,14,Thursday,Clear,1,9711
Mantri Square Sampige Road,13,Friday,Cloudy,0,13017
Krishna Rajendra Market,11,Wednesday,Clear,0,11419
Mantri Square Sampige Road,7,Sunday,Cloudy,0,9930
Kengeri Bus Terminal,8,Thursday,Clear,1,23205
Trinity,9,Friday,Clear,0,15331
Peenya Industry,15,Tuesday,Rain,0,10926
Krishna Rajendra Market,11,Saturday,Rain,1,11977
Rashtreeya Vidyalaya Road,16,Saturday,Rain,0,8725
Magadi Road,18,Tuesday,Clear,0,18570
Krishnarajapuram (K.R.Puram),13,Friday,Rain,1,8985
Swami Vivekananda Road,9,Monday,Rain,0,22109
Hopefarm Channasandra,6,Wednesday,Clear,0,15358
Peenya Industry,18,Wednesday,Cloudy,1,16888
Peenya,15,Tuesday,Rain,1,9438
Singayyanapalya,20,Wednesday,Clear,0,9308
Indiranagar,17,Thursday,Cloudy,0,12545
Kengeri,11,Sunday,Clear,0,12555
Sandal Soap Factory,14,Saturday,Clear,0,9176
Dasarahalli,7,Sunday,Clear,0,10587
Silk Institute,21,Friday,Clear,0,13008
Dasarahalli,20,Saturday,Clear,0,12739
Yelachenahalli,13,Tuesday,Cloudy,0,10186
Nagasandra,20,Sunday,Rain,0,10426
Nagasandra,14,Saturday,Clear,0,15607
Lalbagh,11,Thursday,Rain,0,11014
"Dr. B. R. Ambedkar Station, Vidhana Soudha",18,Friday,Clear,1,24669
Srirampura,22,Monday,Rain,0,10233
Baiyappanahalli,12,Wednesday,Clear,0,10474
Nagasandra,22,Tuesday,Cloudy,0,8823
Dasarahalli,14,Monday,Cloudy,0,12803
Konanakunte Cross,19,Friday,Cloudy,0,22528
Doddakallasandra,7,Tuesday,Clear,1,11697
Krantivira Sangolli Rayanna Railway Station,14,Tuesday,Clear,0,11615
Pantharapalya - Nayandahalli,7,Friday,Rain,1,11949
"Sir.M.Visvesvaraya Stn., Central College",6,Saturday,Cloudy,0,13717
Banashankari,13,Tuesday,Rain,0,15203
Lalbagh,7,Friday,Cloudy,0,10806
Vijayanagar,13,Wednesday,Cloudy,1,14494
Kengeri,13,Tuesday,Clear,1,12994
Mahalakshmi,14,Saturday,Cloudy,0,12596
Krantivira Sangolli Rayanna Railway Station,12,Sunday,Rain,0,11636
Thalaghattapura,6,Wednesday,Rain,0,12334
Lalbagh,6,Friday,Rain,1,13639
Doddakallasandra,22,Thursday,Cloudy,1,12479
Vijayanagar,6,Friday,Rain,0,10258
Garudacharapalya,21,Thursday,Rain,0,10653
Kadugodi Tree Park,11,Sunday,Cloudy,0,15387
Pantharapalya - Nayandahalli,21,Thursday,Cloudy,1,10441
Baiyappanahalli,15,Wednesday,Clear,1,11613
Peenya,12,Monday,Rain,0,14861
Seetharampalya,9,Tuesday,Cloudy,0,22500
Vijayanagar,14,Friday,Clear,1,13300
Cubbon Park,15,Sunday,Clear,0,11092
Deepanjali Nagar,14,Sunday,Cloudy,1,12175
Peenya,19,Wednesday,Cloudy,0,21918
Pantharapalya - Nayandahalli,21,Friday,Clear,0,15153
Jalahalli,6,Friday,Clear,1,11270
Srirampura,17,Wednesday,Cloudy,0,15269
Cubbon Park,13,Wednesday,Cloudy,1,13588
Indiranagar,18,Thursday,Clear,0,22972
Konanakunte Cross,20,Friday,Clear,0,9010
Baiyappanahalli,15,Thursday,Cloudy,0,13159
Mantri Square Sampige Road,8,Thursday,Rain,0,14250
Whitefield (Kadugodi),14,Monday,Rain,0,10756
National College,18,Sunday,Clear,0,22984
Kengeri Bus Terminal,20,Tuesday,Cloudy,0,9530
Konanakunte Cross,15,Monday,Cloudy,0,11206
Indiranagar,9,Saturday,Cloudy,0,15359
Indiranagar,16,Tuesday,Cloudy,1,9825
Nallurhalli,8,Saturday,Cloudy,0,19044
Whitefield (Kadugodi),17,Friday,Cloudy,0,13690
Garudacharapalya,10,Friday,Clear,0,10062
Pantharapalya - Nayandahalli,13,Friday,Cloudy,0,13553
Silk Institute,6,Wednesday,Rain,1,14767
Jalahalli,22,Sunday,Rain,1,13520
Goraguntepalya,22,Tuesday,Clear,0,8649
Seetharampalya,22,Thursday,Rain,1,13773
Deepanjali Nagar,22,Wednesday,Rain,1,12058
Indiranagar,6,Friday,Rain,0,12391
Baiyappanahalli,17,Sunday,Rain,0,12124
Vajarahalli,14,Tuesday,Clear,0,9081
Peenya,11,Tuesday,Clear,1,9854
Konanakunte Cross,11,Tuesday,Cloudy,0,11079
Nagasandra,19,Monday,Rain,0,19852
Whitefield (Kadugodi),11,Tuesday,Cloudy,0,14685
Kundalahalli,21,Saturday,Clear,0,13392
Krishna Rajendra Market,17,Wednesday,Rain,0,15454
South End Circle,15,Monday,Clear,0,13940
Baiyappanahalli,9,Friday,Rain,1,16360
Jayaprakash Nagar,10,Saturday,Clear,0,13882
National College,8,Thursday,Rain,0,20322
Swami Vivekananda Road,22,Monday,Rain,0,11238
Mahatma Gandhi Road,8,Wednesday,Rain,1,18025
Vajarahalli,6,Wednesday,Clear,0,13698
Rashtreeya Vidyalaya Road,20,Monday,Cloudy,0,15409
Lalbagh,6,Sunday,Clear,0,12315
Krishnarajapuram (K.R.Puram),18,Thursday,Rain,0,16541
Mahakavi Kuvempu Road,22,Thursday,Clear,0,11299
Singayyanapalya,13,Sunday,Clear,1,14828
"Sri Balagangadharanatha Swamiji Station, Hosahalli",19,Tuesday,Clear,0,21878
Vajarahalli,10,Friday,Rain,0,11781
Seetharampalya,13,Thursday,Clear,0,11558
Krantivira Sangolli Rayanna Railway Station,19,Saturday,Rain,1,16051
Mahakavi Kuvempu Road,6,Tuesday,Cloudy,0,9574
Krishnarajapuram (K.R.Puram),7,Tuesday,Clear,1,13892
